"","Asian-Americans","Hispanics","Blacks","Illegal Immigrants","Whites","Dem. Pres. Candidate","GOP Pres. Candidate","Libertarian Pres. Candidate","Green Pres. Candidate","Dem. VP","GOP VP","John Roberts","Pope Francis","Christian Fundamentalists","Feminists","Liberals","Labor Unions","Poor People","Big Business","Conservatives","SCOTUS","Gays & Lesbians","Congress","Rich People","Muslims","Christians","Jews","Tea Party","Police","Transgender People","Scientists","BLM"
"3717",100,100,100,100,100,86,1,51,51,81,40,50,100,85,85,84,61,100,31,31,41,100,41,85,100,100,100,32,100,100,100,85
"3718",61,50,62,38,62,81,15,50,50,50,31,60,50,40,50,70,50,50,50,50,70,50,40,50,50,50,60,31,50,50,70,50
"3719",60,85,85,30,85,15,40,0,15,85,100,60,100,50,50,15,30,60,60,70,70,15,40,85,60,100,100,40,100,40,85,50
"3721",100,100,100,85,100,0,0,60,50,50,40,50,50,100,100,100,15,100,50,100,50,100,50,100,100,100,100,100,60,100,100,30
"3722",85,73,69,0,70,0,85,50,50,15,100,49,50,86,100,100,40,15,0,87,0,0,73,17,4,100,85,99,99,0,50,0
"3726",100,100,100,100,46,100,0,13,50,2,50,48,98,0,97,98,61,100,0,0,15,100,6,14,100,25,100,15,31,98,85,95
"3727",89,85,92,6,90,16,72,69,40,30,56,88,5,0,41,2,17,66,92,86,85,95,71,88,53,26,91,64,95,78,88,13
"3728",50,49,47,0,47,59,0,50,49,50,50,47,51,15,50,49,16,50,51,37,52,51,39,49,49,50,48,17,98,52,99,38
"3729",50,50,40,15,85,0,70,50,41,50,50,62,85,61,51,41,50,65,50,50,47,57,42,50,2,100,50,85,90,60,81,41
"3731",50,50,84,18,85,15,100,50,50,50,100,50,50,95,50,50,50,85,50,100,50,0,51,60,29,100,60,53,85,1,51,72
"3732",80,80,80,80,80,100,0,0,0,60,0,50,100,0,100,70,60,100,70,40,85,85,15,70,85,70,85,15,100,85,85,85
"3733",90,95,95,95,35,100,0,12,30,86,11,50,100,9,100,100,90,91,30,8,68,100,22,14,90,57,90,0,35,98,100,100
"3734",60,50,60,53,62,60,16,50,51,61,16,50,50,51,49,50,41,71,30,50,51,50,18,28,51,61,51,50,69,39,69,51
"3735",85,85,85,85,85,85,0,0,60,70,0,30,70,100,100,85,85,70,50,60,70,100,60,70,70,100,100,70,50,100,100,100
"3736",100,85,100,15,100,15,60,50,50,15,100,50,70,100,0,0,50,85,50,100,50,0,50,50,50,100,50,50,100,0,50,50
"3739",70,70,70,70,70,89,0,14,26,87,1,30,92,31,69,87,76,72,49,42,48,80,17,53,85,50,83,22,61,80,100,49
"3741",70,70,70,70,70,65,15,30,50,50,20,50,100,30,60,50,40,70,30,50,60,70,30,30,60,70,70,15,70,70,100,70
"3742",50,50,50,50,50,0,0,15,50,50,50,50,100,50,50,50,85,70,40,50,60,85,70,60,70,85,50,60,100,70,85,0
"3743",100,100,100,100,100,100,15,10,5,50,70,80,100,100,100,100,100,100,60,100,100,100,100,85,100,100,100,100,90,100,100,100
"3745",60,60,60,60,60,70,0,50,40,99,15,15,60,50,40,50,70,60,40,50,40,60,40,60,60,60,100,0,50,60,85,40
"3746",85,85,85,60,85,70,0,41,40,90,1,31,69,0,96,85,90,85,15,16,40,100,31,41,40,40,85,16,31,100,99,70
"3747",85,70,85,70,100,85,40,50,50,50,70,60,70,70,70,85,85,85,85,70,85,70,85,85,70,100,85,85,85,85,85,70
"3748",50,50,50,15,50,0,70,50,50,50,60,50,50,0,40,40,40,70,40,70,60,70,30,70,40,0,70,70,60,50,85,40
"3749",30,30,15,1,49,70,0,16,53,85,52,60,87,51,51,52,0,51,15,84,14,17,0,51,48,51,51,3,100,1,84,17
"3750",100,100,100,49,85,85,2,39,49,40,61,50,70,50,85,100,50,85,60,40,70,100,30,70,85,70,100,0,70,100,100,60
"3751",50,50,50,50,50,0,0,0,0,0,50,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"3752",88,86,93,87,86,70,60,50,50,85,60,70,60,50,70,70,85,100,60,60,70,85,40,70,85,85,85,50,85,85,85,85
"3753",100,98,99,4,100,2,100,59,52,52,100,61,89,88,88,100,16,100,52,56,50,100,70,100,71,100,100,52,100,79,92,36
"3756",85,70,60,50,85,0,60,50,15,15,85,60,50,60,30,30,15,60,70,85,60,50,50,70,50,100,85,70,85,30,50,0
"3759",80,90,75,65,27,95,0,55,62,52,2,3,84,76,72,40,94,82,24,52,5,89,86,30,73,97,85,30,12,92,97,100
"3760",85,85,85,0,85,0,95,46,15,0,95,87,64,51,40,1,61,81,78,96,79,50,85,85,49,91,97,88,98,51,82,3
"3763",70,70,70,70,40,85,0,35,50,70,0,60,90,30,90,85,65,90,30,40,65,100,40,40,90,80,95,0,70,95,100,75
"3764",70,50,60,60,50,10,0,50,0,70,0,50,100,0,100,35,100,40,30,65,75,100,45,60,85,45,100,65,85,100,100,30
"3766",85,85,70,70,85,100,0,40,50,100,0,70,100,0,100,100,85,100,40,0,70,100,15,100,100,40,100,0,100,100,100,100
"3767",72,48,50,42,74,15,70,50,30,0,70,50,85,50,60,30,70,50,53,50,50,60,30,70,40,60,50,70,85,50,70,50
"3768",97,70,73,50,73,32,41,50,50,49,61,60,85,51,41,52,50,99,40,60,60,87,61,85,51,99,95,40,99,58,51,99
"3771",89,51,49,29,84,0,100,76,49,1,98,54,98,100,52,1,74,100,68,99,50,53,53,50,53,98,100,99,99,52,98,3
"3773",50,50,100,50,50,100,0,0,50,100,0,50,0,40,60,100,50,100,85,50,40,50,0,100,50,50,100,0,70,50,100,100
"3775",79,78,77,24,76,30,75,63,53,54,71,77,90,44,74,49,71,55,81,78,78,100,62,80,56,76,100,88,100,77,86,34
"3776",50,100,50,85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"3777",85,86,85,16,85,17,1,31,51,50,16,51,70,2,84,61,17,86,71,60,69,100,61,61,42,16,50,52,61,86,84,85
"3778",51,51,51,42,61,51,61,51,52,50,53,54,71,51,51,51,48,61,31,50,60,1,60,1,40,60,51,70,85,0,85,51
"3780",85,85,85,0,85,30,0,40,15,85,30,70,50,85,85,50,0,100,85,85,60,50,40,70,100,100,100,50,85,60,85,0
"3783",71,70,69,41,70,17,70,71,51,50,82,85,85,71,40,32,42,51,70,85,85,72,41,51,61,85,85,85,71,51,86,31
"3784",60,60,100,50,85,85,0,40,50,50,50,50,50,100,50,50,100,100,85,50,70,0,70,60,0,100,100,60,85,0,70,100
"3786",70,50,40,0,85,15,60,50,50,50,85,30,85,70,30,15,50,85,85,85,40,40,30,50,40,100,85,70,85,15,70,0
"3787",70,40,60,60,100,30,85,40,60,70,70,85,60,60,30,15,85,15,50,85,50,60,40,60,30,85,60,70,85,15,85,30
"3788",50,0,15,0,100,100,0,70,70,50,40,40,30,70,60,30,60,85,0,60,40,60,60,0,60,100,60,60,60,70,70,100
"3789",30,30,50,0,50,15,85,15,0,0,70,85,85,30,70,50,60,85,60,70,85,50,30,50,30,60,50,50,85,85,100,0
"3790",60,60,60,60,60,70,0,15,15,70,15,40,60,0,85,70,70,60,60,30,40,85,15,40,60,50,70,15,70,85,100,60
"3791",50,60,85,60,60,0,15,0,40,70,60,60,60,85,85,100,100,100,100,70,100,50,85,70,100,85,100,85,50,50,100,100
"3793",15,40,30,0,70,0,70,50,16,100,99,70,68,69,60,32,69,60,40,98,69,6,17,60,30,94,82,69,96,15,67,0
"3794",72,60,70,32,91,0,100,53,82,94,100,50,85,75,51,15,63,81,72,91,73,62,61,61,58,100,78,85,100,50,91,26
"3798",60,62,61,50,60,32,16,49,61,38,50,51,69,40,16,60,15,50,0,45,30,70,4,41,59,58,60,2,61,51,99,30
"3800",50,50,50,0,50,15,100,50,50,50,60,50,85,60,70,15,100,100,70,70,70,100,60,70,0,70,100,60,100,70,100,0
"3802",40,40,50,0,100,0,100,0,40,50,50,85,60,70,50,60,85,70,30,60,100,60,70,40,0,100,30,15,100,0,70,40
"3803",60,50,60,40,85,0,87,50,50,50,85,60,85,60,30,15,40,85,70,70,40,40,60,70,15,100,70,60,85,40,70,30
"3805",50,100,85,70,70,74,15,33,32,51,52,79,86,50,50,50,30,70,70,50,85,30,40,15,0,50,50,70,60,50,85,40
"3806",70,70,70,15,70,15,40,50,15,0,50,70,70,0,70,30,60,50,40,70,85,85,30,50,70,85,100,40,100,85,85,0
"3807",50,50,50,50,70,0,60,60,60,0,100,60,85,85,60,15,60,100,85,100,40,30,60,85,70,100,100,85,100,30,100,0
"3809",86,85,100,72,85,86,0,52,51,85,1,32,80,0,100,71,87,51,60,10,63,100,32,51,84,80,85,0,71,100,92,100
"3811",53,52,51,45,52,30,60,50,51,50,98,86,52,51,50,51,45,69,60,51,52,61,41,47,61,71,70,51,70,62,59,62
"3812",85,63,53,52,54,60,46,50,50,56,51,65,85,44,66,63,52,62,56,57,63,57,49,50,54,59,54,38,73,59,53,57
"3813",99,85,86,71,85,41,2,50,51,50,1,51,69,41,51,60,70,42,61,41,50,51,61,41,16,51,100,51,84,51,99,0
"3814",70,50,70,40,70,25,40,50,15,50,50,50,85,30,0,60,40,50,40,40,70,70,50,40,50,85,100,50,30,70,85,50
"3818",88,86,84,74,86,68,1,59,30,16,41,50,39,16,83,70,61,50,61,58,71,51,70,57,58,50,98,41,62,60,60,61
"3819",85,85,85,0,85,100,0,0,0,100,0,5,50,0,85,100,100,100,0,0,50,85,0,0,70,15,85,0,70,85,100,70
"3822",40,30,40,30,40,100,0,15,0,47,0,0,49,100,0,50,60,100,50,50,15,0,50,50,0,100,50,50,0,50,70,50
"3824",100,100,100,100,85,100,0,0,0,100,0,0,100,100,100,100,100,100,100,100,60,100,50,100,100,100,100,0,100,100,100,100
"3826",70,50,50,40,50,31,61,50,50,65,70,50,71,17,60,60,31,70,50,60,71,71,60,61,70,70,72,51,85,61,70,51
"3827",50,50,50,50,50,30,10,60,50,50,50,80,75,55,75,75,60,95,65,80,95,90,55,65,95,95,95,50,95,60,90,95
"3828",70,61,70,0,100,0,86,51,18,1,100,52,40,70,42,0,42,69,71,100,62,51,60,72,50,83,71,85,92,51,70,0
"3830",84,87,98,72,64,70,15,85,50,50,0,50,50,85,60,70,50,70,40,70,70,100,70,60,85,100,100,60,70,85,85,85
"3831",85,51,85,30,85,2,91,1,50,5,95,51,84,50,50,15,41,50,40,70,51,95,61,50,30,50,50,70,85,50,70,1
"3832",53,56,73,3,85,72,17,50,53,72,32,61,99,72,70,88,74,87,69,32,76,50,31,62,54,94,75,19,75,30,85,50
"3834",50,50,100,75,50,85,0,50,50,50,50,50,50,100,50,50,70,85,70,50,50,97,70,50,50,100,50,50,60,85,50,100
"3835",70,50,50,35,60,0,0,15,0,50,10,50,20,40,50,60,70,40,0,50,50,50,35,30,50,50,50,70,40,50,85,0
"3837",73,71,72,52,70,0,72,51,51,51,63,52,71,52,51,51,72,52,98,71,71,70,72,71,72,71,71,51,98,50,97,51
"3838",51,51,49,50,56,60,0,0,50,2,30,71,70,72,50,50,51,70,33,60,61,51,53,50,70,83,52,51,99,51,51,50
"3841",100,97,62,2,62,1,2,81,100,2,1,1,1,3,2,2,7,100,1,4,2,16,1,3,0,17,2,100,6,3,99,2
"3842",50,50,50,50,85,60,0,50,15,50,60,50,100,85,40,70,50,70,70,50,70,50,40,30,85,85,85,30,100,70,60,85
"3845",60,60,60,0,60,15,15,30,50,60,50,60,70,15,0,30,0,50,70,60,30,15,15,85,70,70,85,50,85,15,85,40
"3847",50,50,50,40,60,70,0,50,50,70,15,50,70,0,70,85,85,60,15,30,60,85,15,50,50,50,85,15,85,70,85,60
"3848",70,40,30,40,85,0,100,0,0,0,100,100,70,60,40,0,50,50,40,85,60,15,40,50,15,70,85,60,100,15,70,0
"3849",50,50,50,0,50,0,40,50,50,50,100,40,85,100,30,15,15,50,50,70,40,40,30,50,50,100,70,60,85,30,50,0
"3850",50,100,100,50,85,2,16,2,1,1,16,15,15,50,0,0,0,67,1,1,1,0,1,49,0,49,51,1,2,1,51,61
"3851",60,70,70,60,85,0,87,40,0,11,96,73,77,52,0,15,71,91,61,30,88,0,86,70,0,92,60,68,92,0,72,0
"3853",94,87,90,28,90,65,1,32,30,60,42,80,86,85,60,50,50,59,50,50,68,51,40,50,70,97,89,15,91,50,94,50
"3854",50,50,50,0,50,0,85,50,85,30,100,100,100,100,50,0,50,85,50,100,40,50,70,50,40,100,100,70,100,50,85,0
"3855",52,100,51,51,52,87,0,55,54,49,50,53,69,53,80,54,81,84,53,53,53,54,63,53,54,51,50,53,83,54,93,89
"3856",80,80,80,30,40,60,0,50,100,60,10,60,80,0,80,50,60,80,0,20,70,100,20,50,60,50,50,0,30,100,100,80
"3857",100,100,85,50,100,100,0,50,50,50,50,50,100,50,85,70,60,100,50,50,85,70,70,50,70,85,70,70,60,60,100,50
"3858",51,40,41,1,86,2,85,51,50,52,70,0,50,99,41,2,51,98,61,84,51,51,51,41,51,95,86,51,85,50,85,50
"3859",100,100,100,70,100,60,10,60,50,60,30,30,60,5,70,60,60,85,5,30,55,85,5,40,85,40,85,10,60,50,100,70
"3861",60,70,60,50,85,0,85,50,50,15,100,85,85,50,85,70,85,85,85,85,100,50,70,85,40,85,85,60,100,40,100,40
"3863",50,100,60,70,85,98,6,50,50,49,50,54,99,88,27,50,63,88,84,50,89,15,89,57,21,71,50,51,92,8,72,86
"3864",60,60,100,60,40,30,0,0,0,0,0,50,50,85,60,50,60,100,100,40,50,60,50,0,50,50,50,0,0,60,85,100
"3867",85,85,85,65,60,40,0,50,50,50,50,0,85,0,100,70,40,70,30,0,50,85,15,70,70,50,85,0,40,50,50,100
"3869",50,50,50,30,50,0,70,0,50,0,100,100,40,85,15,0,30,50,85,100,50,50,40,50,50,100,70,70,100,40,85,15
"3870",85,85,60,70,50,60,0,30,30,70,40,50,70,0,30,50,40,60,15,0,40,50,30,30,40,40,60,0,60,50,85,50
"3871",85,85,85,60,85,40,60,70,40,50,60,50,100,40,45,45,50,70,35,45,50,80,55,40,60,40,70,50,55,80,60,30
"3873",50,60,60,0,85,0,100,0,50,15,85,50,30,70,15,30,50,85,85,85,70,30,40,50,15,100,85,70,100,15,50,0
"3874",99,98,86,51,94,7,60,52,0,14,70,61,70,72,41,31,44,84,60,69,82,85,59,51,60,85,99,60,99,73,70,47
"3875",89,1,35,9,45,28,60,12,16,21,16,48,26,58,20,17,73,47,19,20,72,0,58,24,8,88,11,11,55,1,39,32
"3879",100,100,90,70,100,0,50,40,50,50,50,60,50,85,50,50,70,60,50,60,50,50,50,50,50,100,70,50,100,50,60,0
"3880",69,60,85,50,85,30,86,50,47,49,70,50,84,60,50,50,29,82,59,49,61,16,61,68,51,100,70,47,85,16,60,51
"3882",71,85,72,2,85,3,85,32,42,4,100,72,3,85,44,19,43,85,62,85,61,17,62,85,8,100,85,85,87,1,52,1
"3883",50,85,100,70,0,50,50,50,50,50,60,50,100,50,50,50,60,100,50,60,50,50,50,50,50,70,60,60,60,50,60,60
"3884",100,100,100,40,100,100,15,50,50,100,100,50,100,40,100,60,50,100,85,50,100,50,70,70,50,100,100,15,85,70,100,50
"3885",88,76,78,2,88,3,69,14,13,30,84,51,60,51,30,49,16,77,49,87,71,51,32,46,51,86,73,70,95,31,71,0
"3886",70,40,70,0,85,0,85,50,50,50,100,85,85,50,100,0,50,100,70,50,85,85,85,15,0,85,0,100,85,15,85,70
"3887",88,73,70,17,72,61,40,74,56,61,36,47,98,14,86,50,53,50,27,9,47,97,40,52,52,50,52,50,86,62,90,41
"3888",100,100,100,85,100,38,92,50,50,50,100,67,70,100,51,50,50,100,51,100,85,70,60,51,85,100,100,50,85,77,71,30
"3889",70,85,70,30,70,15,0,0,0,15,15,70,60,30,85,40,85,100,40,60,70,100,30,50,60,100,100,15,70,85,85,15
"3890",60,60,60,50,60,60,15,15,50,70,85,50,70,50,50,60,50,50,60,60,60,60,40,60,50,60,50,40,70,50,100,40
"3892",51,100,78,100,60,70,21,57,54,50,21,50,100,78,57,50,59,100,100,54,56,57,70,56,50,75,50,69,100,50,74,91
"3893",98,99,97,50,98,17,2,49,2,2,51,100,98,30,85,51,70,59,60,71,98,50,29,83,84,84,82,50,97,70,84,70
"3895",60,50,60,30,70,30,60,50,50,50,70,52,85,50,50,60,60,60,60,70,70,70,60,60,60,70,60,40,70,70,70,40
"3897",0,50,50,0,60,0,0,0,0,0,0,0,0,50,50,0,50,60,50,50,40,70,50,0,60,85,50,50,50,85,50,50
"3898",99,100,60,41,85,85,2,41,50,85,31,85,85,50,70,85,100,71,41,1,1,50,1,61,30,85,85,2,61,40,100,61
"3899",85,70,70,50,70,15,15,50,60,30,40,60,100,15,85,85,85,85,15,40,50,60,30,30,60,60,85,15,40,50,100,85
"3900",98,71,62,50,85,97,17,51,83,97,51,50,51,51,99,87,41,61,70,30,60,84,40,70,30,71,61,52,30,83,59,84
"3901",50,50,100,50,30,60,0,0,0,40,0,50,100,0,50,40,40,100,0,30,50,50,0,50,100,50,50,0,40,50,80,100
"3902",70,85,85,85,85,30,60,60,50,50,60,50,50,50,70,70,70,85,85,60,70,50,70,50,40,85,50,50,70,40,100,60
"3903",60,60,60,40,60,85,1,15,50,60,15,50,100,85,50,60,85,100,15,40,60,60,15,15,85,100,85,30,100,60,85,30
"3904",85,100,85,85,85,100,0,50,50,100,30,60,100,100,70,60,60,100,50,60,70,50,70,50,85,100,85,50,100,50,85,70
"3905",84,90,86,96,85,94,2,52,72,97,2,52,98,17,99,99,86,97,14,13,73,97,61,30,98,62,98,10,96,98,98,99
"3906",100,100,100,85,62,60,16,32,61,31,1,51,42,1,92,86,100,85,0,43,40,100,8,17,100,53,100,11,22,95,99,89
"3908",100,100,100,100,100,85,0,70,50,20,0,50,85,0,50,100,50,100,40,30,80,100,50,50,100,50,100,50,60,100,100,40
"3909",39,51,52,2,66,1,85,51,52,30,98,48,50,69,59,40,13,50,57,58,67,49,51,60,51,67,49,50,70,59,67,68
"3910",72,61,88,5,93,85,41,51,77,68,31,50,50,17,61,59,77,82,16,52,65,74,23,24,51,52,51,50,42,51,96,85
"3912",70,85,85,62,70,32,30,62,12,23,26,50,91,0,18,50,53,66,50,53,59,57,2,52,60,52,49,0,63,59,100,62
"3914",85,70,70,15,70,0,85,30,15,0,100,30,30,70,0,0,0,50,70,100,30,30,15,70,15,100,70,85,85,0,70,0
"3915",86,85,84,84,84,15,71,50,50,51,50,50,70,100,75,79,51,100,85,75,100,70,71,85,60,100,100,100,100,75,100,51
"3918",79,85,78,24,92,2,100,49,50,1,99,85,51,61,50,0,1,51,79,95,85,50,94,70,0,91,51,96,93,16,95,0
"3923",100,100,100,51,60,87,3,50,49,71,51,51,84,50,52,53,72,69,28,51,16,100,30,49,72,49,100,51,40,100,68,100
"3924",40,85,85,40,40,85,50,70,70,70,70,70,85,70,50,70,60,85,40,70,70,50,70,40,85,85,70,40,40,50,40,70
"3925",50,60,60,50,60,11,24,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"3926",98,97,90,85,65,80,0,65,30,70,0,70,95,5,75,95,75,85,25,25,65,95,5,25,95,75,95,25,98,95,100,65
"3927",44,33,42,41,42,86,2,50,50,51,8,51,61,0,90,90,61,40,61,10,78,90,61,71,79,85,75,0,90,62,95,75
"3928",85,70,50,30,50,15,15,15,30,50,40,50,70,100,60,30,50,60,15,70,50,40,40,40,50,84,50,50,85,40,60,15
"3929",85,85,86,60,85,86,0,16,32,91,0,30,84,16,99,98,75,94,14,14,60,85,3,50,70,90,95,1,73,90,100,85
"3930",85,85,85,30,85,31,31,55,45,41,20,50,85,61,59,85,80,51,31,40,45,100,35,51,100,100,100,20,95,100,100,50
"3933",85,85,30,30,85,30,71,50,50,15,85,30,0,50,50,40,15,50,40,85,15,70,15,85,0,85,85,40,85,60,100,15
"3934",100,100,100,100,88,85,0,8,13,68,1,30,51,40,100,66,98,100,40,37,96,100,40,100,100,100,100,30,50,100,100,96
"3935",84,85,82,59,85,30,16,59,49,41,2,50,73,51,57,50,32,84,50,49,41,83,32,84,50,52,84,31,85,83,70,12
"3937",50,69,83,49,50,51,50,50,50,51,40,50,51,16,41,50,50,60,41,30,51,51,30,41,51,51,51,16,41,50,60,41
"3938",77,34,56,60,82,30,100,50,50,50,70,50,50,85,50,50,50,60,40,50,50,0,40,50,50,100,50,50,85,0,40,30
"3941",60,40,40,30,70,15,70,50,50,50,70,50,70,50,15,15,40,50,70,85,40,40,30,85,30,70,85,50,70,50,85,0
"3942",100,85,100,15,70,30,85,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,70,50,85,50
"3943",96,87,92,2,52,14,100,40,31,15,100,60,30,100,40,29,30,61,50,86,69,50,61,51,51,100,94,61,84,52,32,0
"3945",53,51,90,61,41,71,0,51,51,51,1,51,50,54,84,50,51,86,52,51,50,85,51,42,83,93,85,1,16,84,86,100
"3947",100,100,100,85,100,30,70,0,15,40,70,70,85,50,50,50,50,50,40,0,50,50,0,50,15,100,50,0,50,50,100,50
"3948",51,50,50,21,50,24,35,55,50,50,61,51,70,50,50,50,55,65,40,50,50,50,50,60,50,50,50,50,85,44,60,30
"3949",100,100,100,50,85,85,0,15,15,85,0,50,85,30,70,70,60,70,15,40,85,85,15,50,85,30,50,15,70,50,100,70
"3951",85,85,86,39,88,2,71,51,50,41,70,70,100,51,51,40,50,100,86,85,84,85,40,100,100,100,100,60,100,61,70,70
"3952",0,15,0,30,0,0,85,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3953",70,70,70,45,70,75,0,60,50,85,50,70,90,30,80,50,50,60,50,50,55,70,40,45,70,85,85,40,55,40,85,55
"3954",95,89,72,25,66,3,59,47,5,1,82,47,66,68,1,5,14,97,71,69,61,99,23,60,83,69,71,64,100,50,90,0
"3955",90,90,90,15,90,15,99,0,0,0,65,15,15,50,65,50,30,85,50,50,50,65,50,50,65,70,65,50,100,65,100,0
"3956",60,85,65,60,85,15,50,60,50,60,60,70,50,70,50,45,50,100,50,85,70,0,60,50,50,100,70,60,60,0,60,60
"3957",50,70,50,50,70,100,0,50,70,50,60,50,50,40,50,50,85,100,70,50,60,50,50,50,100,50,50,15,15,50,85,100
"3958",60,70,85,30,70,0,0,50,50,50,60,50,100,50,30,50,70,85,40,70,15,0,0,50,40,100,85,40,100,15,100,40
"3961",85,85,85,40,85,70,15,50,50,60,40,50,85,60,70,70,85,85,70,40,85,60,40,60,70,85,85,30,70,50,85,70
"3962",81,81,80,39,83,28,72,73,48,34,68,53,70,58,60,64,64,76,35,73,83,76,77,31,58,81,82,77,76,74,77,11
"3965",50,50,50,40,50,50,2,1,1,30,15,70,80,2,15,45,40,50,40,15,70,50,15,45,50,45,50,10,50,40,85,15
"3966",85,85,85,50,50,85,30,70,85,70,0,70,30,0,85,85,85,50,70,30,70,100,0,30,50,30,50,30,70,85,100,85
"3968",86,71,41,17,70,0,60,60,50,15,85,40,30,60,30,15,0,60,60,60,30,40,32,60,15,70,85,50,85,50,85,0
