"","Asian-Americans","Hispanics","Blacks","Illegal Immigrants","Whites","Dem. Pres. Candidate","GOP Pres. Candidate","Libertarian Pres. Candidate","Green Pres. Candidate","Dem. VP","GOP VP","John Roberts","Pope Francis","Christian Fundamentalists","Feminists","Liberals","Labor Unions","Poor People","Big Business","Conservatives","SCOTUS","Gays & Lesbians","Congress","Rich People","Muslims","Christians","Jews","Tea Party","Police","Transgender People","Scientists","BLM"
"544",50,50,50,30,50,15,70,50,50,50,50,50,50,50,40,50,50,50,40,70,50,50,50,50,50,100,50,50,70,50,50,30
"546",60,60,50,30,60,15,70,50,50,30,85,50,85,50,60,50,40,70,50,50,50,50,50,50,50,70,50,50,85,50,70,50
"547",60,60,85,40,60,85,15,0,0,0,0,70,100,70,60,70,85,100,30,60,85,85,60,60,70,100,60,60,60,70,100,100
"548",70,70,70,30,70,40,15,15,70,40,40,50,60,50,30,50,70,60,60,70,60,50,30,50,50,70,50,15,100,50,100,15
"550",60,50,50,40,60,50,50,50,50,50,70,70,85,30,50,50,15,70,70,30,85,50,30,40,50,85,50,30,40,50,85,50
"552",60,70,40,40,60,70,0,50,40,85,30,30,70,30,85,85,50,60,40,15,70,70,40,50,40,70,70,15,70,50,85,40
"553",85,85,85,70,85,60,40,50,50,50,60,50,100,40,85,60,60,85,30,50,70,60,50,70,70,70,85,50,50,60,85,85
"554",70,70,70,30,70,30,70,30,15,15,85,85,50,15,50,30,40,60,70,60,60,50,40,50,50,70,60,60,85,50,60,15
"556",70,70,70,0,70,15,85,15,50,30,100,70,60,60,50,0,40,100,85,100,60,50,70,100,60,100,100,85,100,50,50,0
"557",50,50,50,30,50,15,85,50,50,15,85,50,100,60,40,40,50,85,30,50,50,50,50,50,50,85,50,50,85,50,50,15
"558",50,50,50,85,50,0,85,40,50,30,85,50,100,100,40,30,0,50,40,100,40,85,30,100,0,100,100,60,100,100,100,0
"559",50,50,50,0,50,0,100,50,50,50,50,50,50,50,40,30,40,60,40,85,50,40,40,60,0,70,50,60,70,40,70,40
"567",85,85,85,85,85,40,0,60,70,85,50,70,100,50,85,70,60,70,50,50,60,70,30,50,70,100,70,15,100,60,60,60
"571",70,85,85,50,40,60,0,50,50,40,15,50,50,85,85,85,70,100,70,30,40,50,40,40,50,100,50,0,85,50,70,100
"572",100,100,100,85,50,15,0,50,100,30,30,15,100,15,100,70,100,85,50,15,30,100,0,50,100,50,100,0,0,100,100,70
"573",60,52,65,35,60,75,9,70,45,55,0,40,65,5,51,69,55,49,5,30,20,50,30,40,50,49,50,45,38,50,90,75
"575",100,100,100,40,100,15,70,50,15,15,85,50,15,100,15,0,30,100,50,85,30,50,30,100,50,100,100,50,100,50,50,30
"577",75,75,70,60,75,85,0,40,60,50,60,60,85,60,85,95,70,100,10,100,40,60,50,30,95,100,95,15,75,60,95,85
"579",85,60,85,30,70,60,15,50,50,70,40,70,70,40,50,60,50,50,40,50,70,50,30,50,50,70,70,30,60,50,70,50
"581",50,50,50,50,50,0,0,0,0,0,0,0,50,50,70,0,50,100,0,100,0,100,0,50,100,100,100,0,50,100,100,100
"584",50,50,100,0,100,0,60,60,50,50,50,50,50,70,70,50,70,100,60,60,70,100,60,100,85,85,70,50,100,85,70,100
"586",70,70,85,60,70,70,50,50,50,50,50,50,70,50,50,50,60,85,50,50,60,50,50,50,50,100,70,50,100,50,60,70
"587",85,85,85,15,85,15,60,50,50,50,100,50,0,60,50,30,40,70,85,85,60,50,15,70,40,85,70,60,100,50,85,40
"589",100,100,100,70,100,70,40,85,60,50,60,50,100,70,15,60,70,100,60,85,60,60,60,60,85,100,100,50,100,60,70,50
"595",70,70,70,70,30,0,0,15,70,0,15,15,85,0,100,50,60,100,0,0,60,85,15,50,85,85,85,0,30,70,100,85
"596",50,50,50,0,50,0,85,60,50,50,70,50,50,50,15,0,40,50,40,70,40,50,40,50,50,85,50,50,70,50,50,0
"598",100,100,100,100,100,30,0,50,85,50,0,50,30,0,50,70,100,50,60,40,50,100,40,50,50,30,50,50,40,100,100,85
"599",60,60,85,50,70,85,50,40,70,70,50,60,40,60,85,70,85,100,60,60,60,50,60,40,70,70,70,40,15,50,85,100
"602",100,0,30,0,100,100,60,50,85,100,100,100,100,100,70,85,70,60,100,85,85,50,100,100,100,100,100,100,100,50,100,100
"607",85,85,85,70,85,100,0,50,50,70,40,60,100,60,85,85,100,85,70,40,85,70,30,70,85,100,70,15,100,85,100,85
"611",60,40,40,0,100,0,100,15,15,15,100,50,50,70,30,0,50,100,70,100,50,50,50,50,40,100,70,70,100,50,50,0
"613",60,60,60,0,60,15,50,50,40,40,60,50,60,60,50,40,50,70,50,60,50,50,50,40,50,70,50,50,70,50,60,50
"614",85,70,70,15,85,0,60,40,50,15,60,70,85,85,60,30,30,60,85,100,70,85,40,60,40,100,85,70,100,50,70,30
"615",70,85,100,60,100,85,0,50,60,50,60,50,60,50,50,60,60,85,50,70,50,50,50,50,60,70,70,50,60,60,50,100
"621",100,100,100,85,100,70,15,50,60,50,50,60,100,70,100,85,70,100,40,60,100,100,30,85,85,100,100,40,100,100,100,70
"622",70,70,70,60,40,60,0,40,40,50,0,50,60,0,100,70,60,85,30,15,60,100,30,40,100,50,100,0,40,100,60,85
"624",70,70,70,30,70,70,30,50,85,70,50,60,70,30,49,60,60,40,40,60,70,50,30,60,50,60,50,30,85,40,100,60
"627",100,100,100,70,100,100,0,50,70,70,70,50,100,60,85,85,85,70,70,40,85,70,85,70,70,85,85,60,100,70,100,40
"629",50,50,50,50,50,15,70,85,0,15,85,30,50,30,50,15,15,50,70,70,50,50,30,50,15,85,50,100,85,50,70,0
"630",100,100,100,0,100,0,100,60,0,30,100,100,60,70,40,15,40,100,100,100,85,70,85,100,70,100,100,100,100,60,100,40
"633",85,85,85,40,85,5,50,25,4,30,85,75,80,90,5,15,20,50,50,85,33,20,70,65,20,90,70,90,50,5,50,15
"636",60,90,40,90,60,40,40,40,50,50,40,40,60,30,30,50,50,50,30,50,50,50,50,30,50,50,50,50,50,50,60,0
"640",50,60,60,60,50,60,50,50,70,60,50,50,50,50,70,50,50,85,40,50,50,60,40,50,70,60,85,50,60,70,60,70
"641",85,85,85,70,85,60,0,40,85,0,50,0,100,0,70,85,85,70,30,0,30,70,15,40,60,70,60,15,70,70,85,70
"643",85,85,60,15,85,0,85,50,60,70,85,50,100,50,70,30,85,50,60,70,70,85,40,50,50,85,85,50,85,50,70,50
"644",50,70,50,30,70,0,85,15,40,15,85,70,40,50,30,15,15,70,60,85,60,30,50,70,40,85,60,60,85,30,50,30
"646",85,70,85,50,85,15,85,50,15,50,85,50,85,50,50,50,50,85,40,50,50,50,50,50,50,100,50,50,85,50,60,50
"648",60,15,40,0,85,30,70,60,40,60,50,60,85,60,30,30,30,60,30,85,60,40,15,60,30,85,60,50,70,15,70,30
"649",85,85,85,85,85,85,30,50,85,50,60,50,70,85,85,50,85,100,15,40,40,15,15,70,85,85,100,30,70,0,70,85
"651",50,50,50,50,50,50,50,50,50,60,50,50,85,50,50,50,60,50,50,50,50,50,40,50,50,50,50,50,50,50,70,50
"652",70,70,85,50,85,50,60,50,50,60,85,60,85,50,50,50,40,70,40,50,60,50,40,50,50,50,50,50,70,50,70,50
"655",70,70,70,60,70,15,0,50,30,50,50,70,100,50,60,60,40,50,60,70,85,60,50,70,60,70,70,40,60,60,100,60
"656",50,50,50,0,50,0,100,30,0,15,100,50,85,40,15,0,30,100,70,15,40,100,15,85,30,100,100,70,100,15,100,0
"660",50,50,50,40,50,30,70,40,50,50,60,50,70,60,50,40,60,70,50,60,40,60,40,50,40,60,60,40,60,60,50,40
"661",50,40,50,30,50,15,70,30,30,40,60,50,60,50,50,30,40,50,85,85,50,50,50,50,50,50,50,50,70,50,70,50
"662",60,100,100,70,85,85,100,0,30,50,60,50,85,100,0,60,50,30,70,60,100,70,85,85,50,50,60,70,50,30,0,50
"663",60,85,100,40,15,85,15,50,60,30,30,50,70,15,70,70,70,100,40,40,60,60,0,50,70,100,70,0,40,50,100,70
"664",70,70,70,40,70,15,85,0,0,15,70,60,15,60,50,30,60,100,50,70,40,50,30,50,40,85,70,60,85,50,70,0
"665",100,100,100,100,100,85,0,70,85,70,15,50,85,40,100,70,70,100,40,85,70,100,60,100,100,100,100,50,85,100,85,100
"667",100,100,85,30,30,60,0,15,50,100,0,70,50,0,50,70,50,50,40,15,60,50,0,50,0,0,0,0,50,50,85,85
"668",85,85,85,30,85,30,85,50,50,30,100,50,100,85,60,60,60,85,60,60,70,70,40,85,60,85,85,40,100,70,100,40
"669",70,70,70,40,70,85,0,50,50,60,40,60,100,60,60,60,50,50,30,30,60,70,30,50,50,70,70,30,70,50,85,50
"670",50,50,50,40,50,70,60,50,30,70,85,50,85,50,70,50,50,50,50,50,70,50,40,50,50,50,50,50,70,50,70,50
"672",50,50,50,50,50,30,60,50,40,60,50,50,50,50,50,40,50,30,70,50,40,50,50,50,30,50,40,50,60,50,70,50
"675",50,50,50,0,100,15,60,50,50,50,50,50,50,60,50,50,50,50,60,50,70,60,70,50,40,85,50,50,85,60,60,50
"676",50,50,50,30,50,0,60,50,15,30,70,60,65,30,40,40,60,60,40,60,40,40,40,40,50,70,50,60,70,30,55,15
"685",50,50,50,30,50,70,40,50,60,50,50,40,60,40,50,50,60,60,40,60,50,50,50,30,50,50,50,50,60,40,70,40
"687",50,60,50,30,50,40,70,50,50,40,100,60,85,50,40,40,40,50,50,60,60,50,40,50,50,60,50,40,100,50,50,30
"692",70,60,60,15,100,0,100,40,15,40,85,50,100,70,50,70,100,85,85,70,70,100,70,70,70,100,85,50,100,70,85,15
"697",70,60,60,30,70,60,30,50,40,40,30,50,100,40,70,60,60,50,70,50,70,70,40,50,50,85,70,50,70,60,70,60
"700",70,40,50,30,60,40,40,30,30,40,40,60,60,30,40,50,40,50,40,40,60,85,30,40,40,60,60,30,100,50,100,15
"701",100,100,85,70,70,15,15,60,70,50,60,50,85,30,100,60,70,85,60,60,60,100,40,40,85,85,100,85,85,100,85,100
"702",50,50,60,0,60,0,30,50,50,50,50,50,50,50,0,0,50,65,50,70,50,0,50,50,50,100,50,50,70,50,50,0
"706",100,100,100,100,100,85,0,15,15,70,0,85,70,15,85,85,70,70,85,0,100,100,15,70,85,85,85,30,100,100,100,85
"707",85,85,70,50,85,0,0,60,50,30,70,50,100,50,50,30,0,50,70,70,70,50,60,50,50,70,50,30,85,50,100,30
"712",85,85,85,85,85,70,0,15,15,70,0,85,60,0,85,85,85,85,50,30,85,100,50,50,85,85,85,0,85,85,100,85
"717",60,85,50,15,70,30,85,15,0,15,85,60,100,70,60,50,60,50,60,85,50,50,60,50,50,70,50,70,85,40,70,30
"718",60,60,60,60,60,85,15,50,50,100,50,50,70,100,100,50,100,85,100,85,100,60,100,100,85,100,100,85,100,50,100,50
"720",85,85,70,15,85,15,70,70,15,50,70,60,50,70,40,15,30,70,70,70,60,50,50,60,15,70,70,70,85,50,85,0
"722",70,85,70,50,85,60,30,50,50,50,50,40,85,40,70,70,60,70,40,40,40,85,40,50,70,50,85,60,85,85,85,85
"723",50,50,50,40,50,90,5,30,40,70,15,35,50,10,70,70,80,70,40,40,40,70,50,55,50,50,70,30,45,70,90,70
"725",50,50,50,50,50,85,30,50,50,50,70,60,85,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,85,100
"726",100,100,100,70,100,15,40,15,30,15,70,60,85,100,40,85,40,100,70,70,85,100,70,100,100,100,100,50,100,100,100,50
"727",50,50,50,50,50,50,0,60,50,60,0,50,50,30,70,50,50,50,40,30,70,50,15,50,60,50,50,0,60,50,85,40
"728",70,70,70,40,70,0,70,50,30,40,70,15,60,50,50,40,50,50,40,50,30,50,30,50,50,50,50,50,85,15,60,15
"730",60,60,60,15,60,40,15,50,50,70,40,70,100,40,60,60,60,100,60,70,70,100,70,40,100,100,100,60,100,70,100,70
"735",70,70,70,15,85,30,70,50,30,70,70,100,100,50,60,50,40,70,40,50,100,50,40,60,40,70,50,40,85,50,85,50
"737",85,85,85,85,70,70,0,0,0,60,0,0,60,0,85,100,70,60,0,0,40,85,15,15,60,70,85,0,60,60,100,60
"739",60,85,100,50,40,30,0,30,50,50,50,70,50,30,50,50,70,35,50,60,50,50,30,30,50,100,85,50,30,50,85,85
"742",70,70,70,70,70,70,0,30,50,70,15,50,85,50,70,60,50,70,40,50,70,70,30,40,70,70,70,15,70,70,70,50
"746",70,0,85,0,85,15,70,40,50,50,85,85,50,85,50,30,70,60,30,70,70,15,60,0,0,85,50,50,85,15,50,85
"747",85,85,100,85,70,100,0,15,60,85,15,60,100,40,100,100,85,100,70,70,85,100,40,100,100,100,100,0,70,100,100,100
"749",70,70,70,70,70,70,0,50,50,85,15,70,85,0,50,60,60,70,40,30,70,50,30,60,50,50,50,0,70,50,70,60
"750",50,50,50,40,60,40,70,50,50,40,70,50,70,50,50,50,50,50,50,50,50,50,50,50,30,70,50,50,60,50,50,40
"753",70,100,70,70,60,85,30,50,70,85,15,50,50,40,60,60,50,70,15,60,60,60,40,60,60,100,60,50,85,60,85,40
"754",85,85,85,85,85,70,0,30,50,50,10,10,100,0,90,100,70,100,10,10,40,90,40,20,100,70,100,0,30,100,100,100
"758",85,85,85,85,85,60,0,30,50,50,15,70,85,30,70,60,60,60,60,40,85,85,30,60,70,60,85,15,40,70,100,70
"765",85,85,100,15,100,40,85,70,70,60,70,70,85,85,85,85,100,85,70,70,70,85,70,70,85,100,85,70,85,85,85,100
"767",100,100,100,85,100,100,30,50,50,50,15,70,60,70,100,70,100,85,65,40,70,85,70,100,70,100,70,50,50,85,85,65
"768",85,85,40,85,85,0,85,50,50,30,70,60,100,70,40,40,40,100,15,100,40,50,40,100,50,100,100,100,50,15,100,30
"784",70,70,60,40,70,85,40,60,50,70,60,50,50,40,40,60,60,60,40,50,70,85,30,60,60,85,60,15,85,60,60,60
"787",70,70,60,60,60,30,30,70,60,50,40,50,100,60,70,50,50,50,40,50,60,60,40,50,50,60,60,40,60,50,70,40
"789",60,60,60,40,60,40,40,50,50,60,40,50,40,0,60,40,60,60,60,60,60,60,60,60,40,50,60,40,60,60,100,60
"790",60,60,60,50,85,100,0,50,70,60,15,50,60,0,85,100,60,50,15,30,60,60,15,50,50,30,60,30,60,60,60,50
"791",3,3,1,4,3,85,60,60,70,70,70,70,70,70,60,60,70,85,70,60,70,60,70,70,70,70,70,70,60,60,60,100
"792",85,85,85,50,85,100,0,50,85,100,0,0,85,0,100,100,85,100,30,30,60,100,40,50,100,85,100,0,85,100,100,100
"794",50,50,40,0,80,100,0,50,50,85,30,50,85,50,50,60,70,60,40,50,70,50,60,60,50,70,50,50,85,50,60,40
"795",70,70,60,40,85,30,70,60,60,50,50,60,50,50,40,60,30,100,60,70,50,60,40,70,70,100,100,50,85,60,100,40
"801",100,100,70,40,100,0,100,50,50,50,50,85,70,100,70,70,100,100,100,100,100,60,100,100,100,100,100,70,100,100,100,100
"810",50,50,50,30,50,40,60,40,40,40,60,60,85,40,50,30,70,85,40,70,60,50,60,40,50,85,85,60,70,30,70,50
"813",100,100,100,70,100,100,0,15,15,100,15,50,70,30,100,100,85,100,30,40,70,100,30,85,100,70,100,0,85,100,100,60
"815",100,100,100,100,100,50,30,50,50,0,50,50,0,50,50,50,50,40,50,50,50,40,50,50,50,50,50,0,50,30,60,50
"817",85,85,60,15,85,30,100,50,60,30,70,50,50,40,40,40,60,70,60,60,60,50,60,50,60,60,50,50,70,50,70,30
"820",70,70,50,15,70,30,70,50,50,40,60,50,50,50,40,50,70,50,60,60,60,60,60,50,50,70,70,50,85,50,60,40
"823",100,100,100,85,100,50,40,50,50,85,0,50,85,50,50,70,85,100,85,70,85,85,40,85,100,100,100,40,85,85,85,85
"825",85,85,85,0,85,15,70,50,50,15,85,50,85,50,60,70,60,70,50,70,70,60,15,70,50,100,70,50,100,0,85,0
"826",85,85,85,85,85,85,30,50,50,70,40,50,60,60,85,60,70,100,70,60,70,70,60,100,100,60,100,40,100,70,85,70
"828",40,60,40,0,85,15,85,50,15,85,85,50,50,50,50,60,40,15,60,50,50,50,30,50,0,60,50,40,70,40,60,15
"830",100,100,100,30,100,70,40,15,70,60,15,30,50,15,85,85,60,100,30,30,70,100,40,50,85,50,100,0,60,85,85,60
"832",70,60,60,40,85,0,85,60,50,50,85,60,50,85,50,50,60,85,50,60,60,40,50,50,40,100,50,50,100,40,50,50
"837",85,85,85,15,85,0,100,85,0,15,100,70,50,100,0,0,50,100,60,85,60,40,30,70,60,100,100,85,100,40,100,0
"838",50,50,50,40,40,30,15,85,70,50,50,50,90,50,40,50,50,50,40,60,70,50,30,50,50,50,50,40,70,50,85,50
"842",70,70,70,50,70,70,15,50,50,60,15,50,85,60,60,85,50,60,30,40,70,60,50,60,60,70,60,30,85,60,85,60
"845",70,60,60,40,50,60,5,50,50,50,50,60,60,30,60,70,50,70,70,40,70,50,40,50,50,50,50,50,60,50,85,60
"848",50,50,50,15,50,40,85,40,50,50,85,85,85,85,100,50,100,85,70,40,85,100,50,50,70,85,85,50,85,100,100,85
"850",48,100,100,15,100,8,10,10,8,10,10,5,8,100,1,80,100,100,100,80,100,8,100,10,80,100,100,100,90,10,90,100
"851",100,100,100,40,100,85,40,50,50,50,30,50,70,100,70,60,70,50,70,50,50,50,40,40,50,100,70,40,70,50,70,50
"852",70,50,60,30,85,15,60,50,15,60,60,30,100,30,50,30,50,70,60,60,60,50,15,40,50,70,50,15,85,50,60,15
"853",85,85,85,85,85,60,0,50,50,70,15,50,100,40,60,85,60,85,50,85,85,85,15,50,85,85,85,15,85,85,85,60
"854",50,50,70,60,50,70,50,60,50,50,60,50,100,0,50,50,60,85,40,50,50,50,40,40,85,100,60,50,60,50,60,70
"860",50,100,30,100,100,0,60,50,50,50,60,60,70,100,0,15,50,100,60,60,15,30,60,50,0,100,100,0,100,0,40,0
"863",60,60,60,40,70,15,60,50,40,40,50,50,70,60,50,50,50,70,40,50,50,50,40,30,50,50,50,50,85,50,70,50
"864",50,50,85,50,75,100,0,50,50,100,15,60,85,50,95,85,70,100,40,50,60,50,40,60,80,100,70,0,60,50,80,80
"866",50,50,50,40,50,0,60,0,0,40,85,50,50,60,15,15,50,50,70,85,50,50,50,50,50,70,100,60,85,50,50,0
"869",70,70,70,40,70,50,60,50,50,50,50,50,60,60,50,60,70,60,70,60,40,40,40,40,60,60,70,40,60,50,85,50
"870",100,100,100,100,100,70,0,50,50,50,0,50,60,15,100,50,50,100,30,40,50,100,40,15,100,50,100,50,40,100,85,85
"871",70,70,70,40,70,15,60,50,50,40,70,40,70,70,60,40,85,70,60,60,60,60,30,60,60,70,85,40,85,50,70,60
"872",70,90,99,70,60,0,100,15,30,50,70,70,60,85,60,85,85,30,85,80,50,70,50,15,50,15,50,50,30,85,85,50
"874",85,85,70,0,70,60,0,30,50,50,50,50,40,0,70,85,60,60,60,60,60,85,60,40,60,50,70,60,60,85,60,60
"875",50,50,50,15,50,50,70,60,50,30,85,50,85,85,60,70,50,60,50,85,60,70,60,70,50,85,85,60,85,50,50,50
"880",100,100,100,100,100,70,40,30,50,50,20,50,60,0,100,50,60,50,50,30,70,50,50,50,50,25,50,0,65,60,100,50
"881",50,50,50,15,50,85,40,50,50,70,70,85,100,70,60,60,30,85,60,60,70,70,40,60,70,70,70,40,85,70,70,70
"884",50,100,50,0,50,0,100,70,50,50,85,60,50,70,50,50,50,50,70,85,60,50,60,50,50,100,50,50,85,50,50,0
"887",70,85,60,30,85,15,60,50,50,40,70,70,60,60,60,30,40,50,60,85,70,50,50,70,40,60,60,60,70,50,70,30
"888",85,85,70,40,85,0,30,50,30,30,70,50,50,85,40,50,30,85,50,85,50,50,50,50,50,85,100,60,70,50,70,40
"890",70,60,60,60,70,85,0,50,50,85,0,50,50,0,70,85,100,85,60,30,70,50,15,70,85,15,100,0,85,70,100,70
"892",60,60,40,40,60,40,60,40,30,50,60,50,60,60,40,40,50,50,50,60,40,40,50,50,30,60,85,50,70,40,70,30
"894",50,50,50,15,50,50,85,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,100,50,50,100,50,50,0
"895",100,100,100,70,100,60,15,40,40,70,40,70,100,50,60,50,50,70,50,50,60,70,30,60,70,70,70,30,85,70,85,70
"896",100,85,85,0,100,0,85,50,70,50,100,100,100,50,50,30,50,50,50,50,85,50,70,30,15,100,50,50,100,0,100,0
"898",85,85,85,85,85,85,0,60,60,70,15,50,100,40,70,85,70,85,40,30,60,85,40,50,85,60,85,15,60,85,60,85
"904",100,100,100,85,100,85,0,50,50,70,30,85,30,15,85,85,70,100,50,15,85,100,40,50,85,50,85,0,70,85,85,85
"905",85,85,85,30,85,0,100,0,15,50,85,50,50,60,0,15,30,100,50,60,40,50,30,50,15,60,50,85,60,50,85,15
"906",50,70,50,50,50,0,70,15,0,0,100,40,100,50,0,15,0,85,60,85,60,50,40,60,15,85,85,70,85,15,70,0
"908",50,50,50,30,100,60,60,50,50,50,60,50,85,85,70,70,70,85,70,70,70,85,70,60,70,85,85,70,85,85,85,85
"909",50,50,50,15,50,40,40,40,50,50,60,50,60,50,50,50,50,50,50,50,30,50,30,50,50,50,50,50,85,50,50,50
"911",70,70,70,20,70,40,40,60,30,50,60,60,70,40,50,40,40,50,50,50,40,40,15,50,50,50,30,40,70,40,85,30
"912",50,50,50,50,50,30,0,50,50,50,50,50,50,85,85,70,100,85,70,70,50,70,60,70,70,85,70,60,60,70,70,100
"913",50,50,50,50,70,70,15,50,60,50,15,50,70,50,50,60,60,70,30,40,50,50,40,50,50,60,50,15,70,50,60,40
"915",60,50,40,40,70,85,30,50,50,50,70,70,100,50,50,50,60,70,85,50,100,100,85,50,50,85,50,50,85,70,85,70
"919",50,50,50,50,50,50,50,50,50,60,50,60,50,50,50,50,50,70,50,50,50,50,50,40,50,50,50,50,50,50,50,50
"920",80,70,70,70,80,30,100,60,30,15,100,40,40,70,60,15,30,100,70,60,50,70,50,70,50,100,60,40,100,60,70,0
"924",60,60,50,15,70,0,60,50,0,0,70,60,85,70,70,0,30,60,70,100,70,50,50,50,50,85,50,85,100,50,70,0
"927",70,70,70,50,70,70,0,0,30,40,15,40,85,30,50,70,60,70,40,50,60,60,0,50,50,85,70,15,85,50,70,40
"931",85,85,85,40,85,50,40,60,50,50,50,50,85,30,85,60,40,85,40,70,50,100,50,50,50,85,100,50,85,85,100,85
"934",70,85,100,70,70,85,0,15,70,85,0,50,85,0,70,85,60,60,30,30,50,70,40,40,60,60,70,0,70,70,85,60
"935",100,100,100,100,100,100,0,50,70,85,0,70,100,40,100,100,100,100,70,15,100,10,60,100,100,100,100,0,85,100,100,100
"938",100,100,100,100,100,85,15,50,50,85,0,50,85,50,85,85,85,85,50,50,85,85,50,85,85,85,85,0,85,85,100,85
"939",50,70,40,30,50,15,85,50,50,15,100,50,50,50,40,15,40,50,40,70,40,50,40,70,40,50,50,50,70,50,50,0
"940",70,70,70,60,85,70,0,40,50,70,0,50,30,15,70,70,60,50,50,40,60,50,0,30,50,50,50,15,70,50,85,30
"948",50,50,50,50,50,50,50,50,50,50,50,60,60,70,60,50,70,70,50,60,50,50,50,50,50,70,60,50,70,50,60,70
"949",60,60,60,60,60,70,0,50,40,85,15,30,80,50,60,60,60,50,50,50,50,60,30,50,60,60,70,15,60,60,70,60
"950",50,50,50,15,50,50,60,50,50,50,60,50,50,50,85,40,70,50,50,60,40,50,30,50,50,50,50,50,85,50,85,50
"953",70,70,70,40,70,60,15,50,50,15,30,50,70,40,50,70,70,60,40,50,70,50,40,50,50,70,50,40,70,50,70,50
"955",85,70,70,15,70,0,100,60,15,30,100,70,70,85,0,30,30,85,85,85,70,85,30,85,85,100,100,100,100,85,85,0
"958",80,80,80,70,80,85,15,30,60,50,50,15,50,10,75,85,50,75,25,25,50,75,50,50,95,75,75,15,60,75,50,75
"960",70,100,100,70,100,100,0,50,50,50,50,50,100,50,50,60,60,85,50,50,50,50,50,50,60,100,70,50,100,50,60,50
"962",70,70,70,15,100,0,100,40,40,50,100,50,85,60,40,15,40,70,70,85,85,50,60,70,15,70,50,85,85,50,70,0
"963",85,85,100,30,85,85,40,70,60,70,40,70,100,85,15,50,50,50,40,40,60,85,40,30,50,100,85,40,70,50,70,50
"967",100,100,100,10,100,15,85,60,50,15,100,60,50,0,0,50,0,70,60,100,60,70,70,70,40,85,85,70,100,60,60,0
"968",100,100,85,85,40,85,15,50,40,70,0,40,50,30,70,85,60,70,70,30,60,100,50,40,85,50,70,15,60,100,100,100
"971",85,85,85,0,85,0,85,50,0,50,85,50,85,15,50,15,40,85,50,60,50,85,60,50,0,60,85,50,85,85,85,70
"975",100,100,100,60,100,60,0,50,50,70,30,50,100,40,100,70,70,70,60,30,60,50,40,50,85,100,100,15,85,70,70,60
"978",85,70,70,70,70,85,0,50,50,60,15,50,100,50,85,70,60,85,15,50,85,70,40,50,70,50,85,0,70,50,100,85
"984",50,40,40,0,100,0,85,50,40,50,85,50,50,15,40,50,40,70,40,50,50,70,15,40,50,85,70,50,100,60,85,50
"985",85,85,85,50,60,40,40,50,50,50,70,50,85,70,50,60,70,85,60,50,50,70,50,50,85,100,70,70,85,70,60,85
"986",50,50,50,30,60,60,50,50,50,50,50,50,60,60,50,50,50,50,60,60,60,50,60,50,30,60,50,50,50,15,70,50
"987",70,50,70,100,70,60,100,40,50,15,40,50,40,85,70,40,85,85,85,85,100,60,85,40,70,85,70,70,85,50,100,100
"991",50,50,50,0,50,70,15,50,50,70,70,70,70,60,70,70,85,100,40,60,70,100,70,100,0,100,100,50,85,100,85,15
"994",50,50,60,50,50,60,0,50,70,60,85,70,85,85,85,60,50,100,70,100,70,85,50,50,60,100,100,50,85,85,100,85
"996",60,60,60,15,60,0,60,0,0,0,70,50,0,85,15,15,15,85,50,85,50,50,50,70,15,85,85,85,85,0,85,0
"1001",90,90,90,70,50,40,15,40,60,60,0,0,100,0,85,70,85,85,0,30,30,85,15,15,85,60,85,0,50,85,100,70
"1002",80,80,85,40,85,60,15,40,50,50,15,50,85,30,60,70,50,70,30,60,85,100,40,40,85,70,100,30,85,85,100,70
"1003",95,85,95,85,95,100,20,70,70,100,60,100,100,70,85,85,60,100,30,70,85,100,40,70,100,100,100,0,100,85,85,85
"1004",85,85,85,85,85,0,85,50,30,15,85,70,85,60,60,15,60,85,50,70,40,60,30,60,60,100,85,60,100,60,85,0
"1005",85,85,85,15,85,0,85,50,0,30,100,60,50,85,30,40,50,60,70,60,70,50,40,85,40,100,100,60,70,50,100,0
"1006",60,60,60,50,60,70,70,50,50,50,50,50,50,50,50,50,70,70,50,60,70,50,50,70,50,60,50,50,70,50,70,60
"1007",70,70,70,70,70,70,15,40,50,70,0,60,100,40,70,70,70,70,30,50,50,70,30,60,70,70,85,15,70,70,70,60
"1009",50,50,50,15,50,15,85,50,50,40,85,60,70,60,50,30,30,60,70,100,60,50,40,50,50,70,50,70,70,40,70,30
"1010",70,65,60,70,60,60,0,30,50,0,0,0,100,0,50,50,40,50,0,0,70,80,0,30,50,0,60,0,90,100,100,100
"1011",60,100,85,85,85,85,0,50,60,85,0,85,85,0,85,85,85,85,60,0,85,85,30,85,85,85,85,0,70,85,85,85
"1015",50,50,50,50,70,0,85,50,50,50,70,50,60,50,50,50,0,50,60,50,60,70,60,60,50,60,50,50,70,0,85,50
"1019",60,60,60,30,85,50,60,50,50,50,85,50,85,50,40,40,40,70,50,70,50,50,40,50,60,70,85,50,70,50,60,30
"1020",100,40,85,50,70,0,15,60,50,50,50,50,50,50,40,50,50,60,40,50,40,50,30,40,50,60,50,40,100,0,60,40
"1023",85,85,85,0,85,0,85,15,50,30,85,85,50,70,30,30,40,50,70,85,40,15,30,60,50,85,50,100,70,30,60,0
